name,cz,HouseholdIncomeOutcome,Census_Response_Rate_Social_Capital_Proxy,IncarcerationRate,Median_Hhold._Income_of_Residents_in_2012-16,CollegeGradRate,HighSchoolGradRate,EmploymentRate,Poverty_Rate_in_2012-16,Fraction_College_Graduates_in_2012-16
"Brady, TX_RaceWhite",cz32302_RaceWhite,50335.0,81.71,0.0123,41249,0.3684,0.8794,0.7816,0.1695,0.1586
"Brady, TX_RaceHispanic",cz32302_RaceHispanic,35197.0,81.71,0.0119,41249,0.1285,0.8281,0.7969,0.1695,0.1586
"Brady, TX_RaceNativeAmerican",cz32302_RaceNativeAmerican,0,81.71,0,41249,0,0,0,0.1695,0.1586
"Jordan, MT_RaceAsian",cz34306_RaceAsian,40560.0,81.2,0.0024,42083,0,0,0.5714,0.0669,0.1464
"Jordan, MT_RaceBlack",cz34306_RaceBlack,0,81.2,0,42083,0,0,0,0.0669,0.1464
"Jordan, MT_RaceWhite",cz34306_RaceWhite,42219.0,81.2,0.0034,42083,0,0,0.5877,0.0669,0.1464
"Jordan, MT_RaceHispanic",cz34306_RaceHispanic,0,81.2,0,42083,0,0,0,0.0669,0.1464
"Jordan, MT_RaceNativeAmerican",cz34306_RaceNativeAmerican,0,81.2,0,42083,0,0,0,0.0669,0.1464
"Marysville, KS_RaceAsian",cz29202_RaceAsian,55915.0,85.94,0.0055,47370,0.3771,0.9153,0.8312,0.0982,0.1807
"Marysville, KS_RaceBlack",cz29202_RaceBlack,0,85.94,0,47370,0,0,0,0.0982,0.1807
"Marysville, KS_RaceWhite",cz29202_RaceWhite,56616.0,85.94,0.0054,47370,0.3794,0.9142,0.8358,0.0982,0.1807
"Marysville, KS_RaceHispanic",cz29202_RaceHispanic,0,85.94,0,47370,0,0,0,0.0982,0.1807
"Marysville, KS_RaceNativeAmerican",cz29202_RaceNativeAmerican,0,85.94,0,47370,0,0,0,0.0982,0.1807
"Ogallala, CO & NE_RaceAsian",cz28302_RaceAsian,52094.0,86.03,0.0019,46366,0.378,0.8725,0.8089,0.1165,0.212
"Ogallala, CO & NE_RaceBlack",cz28302_RaceBlack,0,86.03,0,46366,0,0,0,0.1165,0.212
"Ogallala, CO & NE_RaceWhite",cz28302_RaceWhite,54065.0,86.03,0.0015,46366,0.3955,0.8729,0.8098,0.1165,0.212
"Ogallala, CO & NE_RaceHispanic",cz28302_RaceHispanic,40003.0,86.03,0.0076,46366,0,0.9301,0.8522,0.1165,0.212
"Ogallala, CO & NE_RaceNativeAmerican",cz28302_RaceNativeAmerican,0,86.03,0,46366,0,0,0,0.1165,0.212
"Beeville, TX_RaceAsian",cz31302_RaceAsian,41801.0,76.46,0.0236,48987,0.245,0.8187,0.7837,0.2122,0.1014
"Beeville, TX_RaceBlack",cz31302_RaceBlack,31838.0,76.46,0.0631,48987,0,0,0.8025,0.2122,0.1014
"Beeville, TX_RaceWhite",cz31302_RaceWhite,57293.0,76.46,0.0108,48987,0.4123,0.8846,0.7974,0.2122,0.1014
"Beeville, TX_RaceHispanic",cz31302_RaceHispanic,37583.0,76.46,0.0295,48987,0.1337,0.7792,0.7939,0.2122,0.1014
"Beeville, TX_RaceNativeAmerican",cz31302_RaceNativeAmerican,0,76.46,0,48987,0,0,0,0.2122,0.1014
"Moberly, MO_RaceAsian",cz26101_RaceAsian,42215.0,84.99,0.0151,40400,0.2903,0.8455,0.801,0.1744,0.1466
"Moberly, MO_RaceBlack",cz26101_RaceBlack,21430.0,84.99,0.0661,40400,0.1189,0.7498,0.8091,0.1744,0.1466
"Moberly, MO_RaceWhite",cz26101_RaceWhite,44189.0,84.99,0.0134,40400,0.2927,0.8487,0.8091,0.1744,0.1466
"Moberly, MO_RaceHispanic",cz26101_RaceHispanic,39835.0,84.99,0.0,40400,0,0.8928,0.7996,0.1744,0.1466
"Moberly, MO_RaceNativeAmerican",cz26101_RaceNativeAmerican,0,84.99,0,40400,0,0,0,0.1744,0.1466
"Rawlins, WY_RaceAsian",cz34602_RaceAsian,48615.0,79.78,0.0178,57790,0.2219,0.8367,0.811,0.1436,0.2013
"Rawlins, WY_RaceBlack",cz34602_RaceBlack,0,79.78,0,57790,0,0,0,0.1436,0.2013
"Rawlins, WY_RaceWhite",cz34602_RaceWhite,51969.0,79.78,0.0162,57790,0.2402,0.8557,0.8185,0.1436,0.2013
"Rawlins, WY_RaceHispanic",cz34602_RaceHispanic,41331.0,79.78,0.0242,57790,0.1058,0.7265,0.8086,0.1436,0.2013
"Rawlins, WY_RaceNativeAmerican",cz34602_RaceNativeAmerican,0,79.78,0,57790,0,0,0,0.1436,0.2013
"Bowling Green, KY_RaceAsian",cz5401_RaceAsian,40345.0,82.18,0.0148,45171,0.3315,0.8613,0.7573,0.1982,0.2313
"Bowling Green, KY_RaceBlack",cz5401_RaceBlack,26152.0,82.18,0.0702,45171,0.2338,0.7873,0.8062,0.1982,0.2313
"Bowling Green, KY_RaceWhite",cz5401_RaceWhite,42643.0,82.18,0.0107,45171,0.3419,0.8696,0.7592,0.1982,0.2313
"Bowling Green, KY_RaceHispanic",cz5401_RaceHispanic,36366.0,82.18,0.0074,45171,0.037,0.7757,0.7603,0.1982,0.2313
"Bowling Green, KY_RaceNativeAmerican",cz5401_RaceNativeAmerican,23194.0,82.18,0.0054,45171,0,0,0.4478,0.1982,0.2313
"Victoria, TX_RaceAsian",cz31101_RaceAsian,46579.0,78.48,0.0223,54017,0.2849,0.8459,0.782,0.1492,0.17
"Victoria, TX_RaceBlack",cz31101_RaceBlack,28295.0,78.48,0.0713,54017,0.1542,0.8476,0.8062,0.1492,0.17
"Victoria, TX_RaceWhite",cz31101_RaceWhite,58497.0,78.48,0.0139,54017,0.3761,0.9171,0.7936,0.1492,0.17
"Victoria, TX_RaceHispanic",cz31101_RaceHispanic,38144.0,78.48,0.0279,54017,0.1368,0.7266,0.7883,0.1492,0.17
"Victoria, TX_RaceNativeAmerican",cz31101_RaceNativeAmerican,46994.0,78.48,0.0135,54017,0,0,0.8567,0.1492,0.17
"Altoona, PA_RaceAsian",cz16200_RaceAsian,47869.0,86.72,0.0093,45422,0.3554,0.9081,0.8052,0.1454,0.1813
"Altoona, PA_RaceBlack",cz16200_RaceBlack,27008.0,86.72,0.0715,45422,0.1881,0.8213,0.7284,0.1454,0.1813
"Altoona, PA_RaceWhite",cz16200_RaceWhite,49052.0,86.72,0.0085,45422,0.356,0.9098,0.8124,0.1454,0.1813
"Altoona, PA_RaceHispanic",cz16200_RaceHispanic,35348.0,86.72,0.0102,45422,0.2935,0.837,0.7299,0.1454,0.1813
"Altoona, PA_RaceNativeAmerican",cz16200_RaceNativeAmerican,46575.0,86.72,0.0,45422,0,0,0.8842,0.1454,0.1813
"Alpine, TX_RaceAsian",cz31404_RaceAsian,40930.0,70.69,0.0148,36499,0.2765,0.7583,0.7105,0.1627,0.3175
"Alpine, TX_RaceBlack",cz31404_RaceBlack,0,70.69,0,36499,0,0,0,0.1627,0.3175
"Alpine, TX_RaceWhite",cz31404_RaceWhite,47686.0,70.69,0.0109,36499,0.3752,0.89,0.7807,0.1627,0.3175
"Alpine, TX_RaceHispanic",cz31404_RaceHispanic,45978.0,70.69,0.0168,36499,0.2384,0.7176,0.7793,0.1627,0.3175
"Alpine, TX_RaceNativeAmerican",cz31404_RaceNativeAmerican,0,70.69,0,36499,0,0,0,0.1627,0.3175
"Bloomington, IN_RaceAsian",cz14600_RaceAsian,42781.0,80.36,0.012,45690,0.3002,0.8411,0.7655,0.2076,0.2933
"Bloomington, IN_RaceBlack",cz14600_RaceBlack,29790.0,80.36,0.054,45690,0.0681,0.7378,0.8252,0.2076,0.2933
"Bloomington, IN_RaceWhite",cz14600_RaceWhite,43821.0,80.36,0.0117,45690,0.3002,0.8421,0.7713,0.2076,0.2933
"Bloomington, IN_RaceHispanic",cz14600_RaceHispanic,40041.0,80.36,0.0139,45690,0.3731,0.7531,0.7772,0.2076,0.2933
"Bloomington, IN_RaceNativeAmerican",cz14600_RaceNativeAmerican,22069.0,80.36,0.0,45690,0,0,0.554,0.2076,0.2933
"Dyersburg, TN_RaceAsian",cz4902_RaceAsian,33488.0,80.69,0.0262,36948,0.2177,0.8254,0.7547,0.2188,0.1323
"Dyersburg, TN_RaceBlack",cz4902_RaceBlack,21762.0,80.69,0.0535,36948,0.1039,0.7455,0.7781,0.2188,0.1323
"Dyersburg, TN_RaceWhite",cz4902_RaceWhite,41159.0,80.69,0.0145,36948,0.2615,0.8547,0.7627,0.2188,0.1323
"Dyersburg, TN_RaceHispanic",cz4902_RaceHispanic,29953.0,80.69,0.0169,36948,0.0733,0.9181,0.7378,0.2188,0.1323
"Dyersburg, TN_RaceNativeAmerican",cz4902_RaceNativeAmerican,31655.0,80.69,0.0,36948,0,0,0.5046,0.2188,0.1323
"Dickson, TN_RaceAsian",cz5800_RaceAsian,39144.0,84.2,0.0146,40797,0.2584,0.8578,0.753,0.1855,0.1403
"Dickson, TN_RaceBlack",cz5800_RaceBlack,25236.0,84.2,0.0505,40797,0.1091,0.7886,0.7432,0.1855,0.1403
"Dickson, TN_RaceWhite",cz5800_RaceWhite,41344.0,84.2,0.0123,40797,0.2674,0.8636,0.7616,0.1855,0.1403
"Dickson, TN_RaceHispanic",cz5800_RaceHispanic,33327.0,84.2,0.0133,40797,0.2111,0.7509,0.7489,0.1855,0.1403
"Dickson, TN_RaceNativeAmerican",cz5800_RaceNativeAmerican,27808.0,84.2,0.0,40797,0,0,0.5112,0.1855,0.1403
"Milledgeville, GA_RaceAsian",cz9002_RaceAsian,31820.0,77.68,0.024,36757,0.2547,0.7677,0.752,0.2677,0.163
"Milledgeville, GA_RaceBlack",cz9002_RaceBlack,22454.0,77.68,0.0405,36757,0.143,0.7229,0.7765,0.2677,0.163
"Milledgeville, GA_RaceWhite",cz9002_RaceWhite,42355.0,77.68,0.0114,36757,0.3315,0.8006,0.7508,0.2677,0.163
"Milledgeville, GA_RaceHispanic",cz9002_RaceHispanic,36038.0,77.68,0.0,36757,0,0,0.805,0.2677,0.163
"Milledgeville, GA_RaceNativeAmerican",cz9002_RaceNativeAmerican,0,77.68,0,36757,0,0,0,0.2677,0.163
"Douglas, IL_RaceAsian",cz23302_RaceAsian,50262.0,86.62,0.0073,49942,0.3428,0.9136,0.8194,0.1258,0.18
"Douglas, IL_RaceBlack",cz23302_RaceBlack,36823.0,86.62,0.0071,49942,0,0,0.7151,0.1258,0.18
"Douglas, IL_RaceWhite",cz23302_RaceWhite,51082.0,86.62,0.0073,49942,0.3449,0.9138,0.8249,0.1258,0.18
"Douglas, IL_RaceHispanic",cz23302_RaceHispanic,43255.0,86.62,0.0235,49942,0,0.929,0.9062,0.1258,0.18
"Douglas, IL_RaceNativeAmerican",cz23302_RaceNativeAmerican,0,86.62,0,49942,0,0,0,0.1258,0.18
"Hazard, KY_RaceAsian",cz4502_RaceAsian,34479.0,79.49,0.0141,28893,0.2519,0.8504,0.6808,0.3031,0.122
"Hazard, KY_RaceBlack",cz4502_RaceBlack,27161.0,79.49,0.0467,28893,0,0.7725,0.7341,0.3031,0.122
"Hazard, KY_RaceWhite",cz4502_RaceWhite,35461.0,79.49,0.0134,28893,0.2535,0.8533,0.6869,0.3031,0.122
"Hazard, KY_RaceHispanic",cz4502_RaceHispanic,32535.0,79.49,0.0359,28893,0,0,0.7658,0.3031,0.122
"Hazard, KY_RaceNativeAmerican",cz4502_RaceNativeAmerican,0,79.49,0,28893,0,0,0,0.3031,0.122
"Littlefield, TX_RaceAsian",cz30902_RaceAsian,40555.0,74.54,0.0227,40449,0.2741,0.8067,0.778,0.1927,0.1434
"Littlefield, TX_RaceBlack",cz30902_RaceBlack,26291.0,74.54,0.0763,40449,0,0.8324,0.7565,0.1927,0.1434
"Littlefield, TX_RaceWhite",cz30902_RaceWhite,55802.0,74.54,0.012,40449,0.4137,0.899,0.7985,0.1927,0.1434
"Littlefield, TX_RaceHispanic",cz30902_RaceHispanic,33958.0,74.54,0.0275,40449,0.1404,0.7163,0.7957,0.1927,0.1434
"Littlefield, TX_RaceNativeAmerican",cz30902_RaceNativeAmerican,0,74.54,0,40449,0,0,0,0.1927,0.1434
"Hastings, NE_RaceAsian",cz27901_RaceAsian,54763.0,85.76,0.004,49853,0.38,0.8866,0.8304,0.1096,0.216
"Hastings, NE_RaceBlack",cz27901_RaceBlack,37663.0,85.76,0.1094,49853,0,0,0.9066,0.1096,0.216
"Hastings, NE_RaceWhite",cz27901_RaceWhite,56598.0,85.76,0.0036,49853,0.3773,0.8893,0.84,0.1096,0.216
"Hastings, NE_RaceHispanic",cz27901_RaceHispanic,40620.0,85.76,0.0013,49853,0,0.8269,0.839,0.1096,0.216
"Hastings, NE_RaceNativeAmerican",cz27901_RaceNativeAmerican,0,85.76,0,49853,0,0,0,0.1096,0.216
"Lisbon, ND_RaceAsian",cz26802_RaceAsian,61898.0,85.64,0.0062,57073,0.3575,0.9001,0.8538,0.0816,0.2165
"Lisbon, ND_RaceBlack",cz26802_RaceBlack,0,85.64,0,57073,0,0,0,0.0816,0.2165
"Lisbon, ND_RaceWhite",cz26802_RaceWhite,63063.0,85.64,0.004,57073,0.3619,0.8994,0.8573,0.0816,0.2165
"Lisbon, ND_RaceHispanic",cz26802_RaceHispanic,35193.0,85.64,0.1045,57073,0,0,0.796,0.0816,0.2165
"Lisbon, ND_RaceNativeAmerican",cz26802_RaceNativeAmerican,0,85.64,0,57073,0,0,0,0.0816,0.2165
"Wayne, IN_RaceAsian",cz12600_RaceAsian,39119.0,82.67,0.0233,40860,0.2525,0.8385,0.7668,0.1929,0.1552
"Wayne, IN_RaceBlack",cz12600_RaceBlack,25087.0,82.67,0.0898,40860,0.2446,0.7376,0.7537,0.1929,0.1552
"Wayne, IN_RaceWhite",cz12600_RaceWhite,40560.0,82.67,0.0213,40860,0.2486,0.8411,0.7747,0.1929,0.1552
"Wayne, IN_RaceHispanic",cz12600_RaceHispanic,34012.0,82.67,0.0097,40860,0,0,0.7994,0.1929,0.1552
"Wayne, IN_RaceNativeAmerican",cz12600_RaceNativeAmerican,0,82.67,0,40860,0,0,0,0.1929,0.1552
"Maysville, KY_RaceAsian",cz12702_RaceAsian,37996.0,85.26,0.0139,35138,0.2656,0.8569,0.753,0.2299,0.1367
"Maysville, KY_RaceBlack",cz12702_RaceBlack,27446.0,85.26,0.068,35138,0,0.8996,0.8043,0.2299,0.1367
"Maysville, KY_RaceWhite",cz12702_RaceWhite,39372.0,85.26,0.0116,35138,0.2607,0.8556,0.7583,0.2299,0.1367
"Maysville, KY_RaceHispanic",cz12702_RaceHispanic,40464.0,85.26,0.0011,35138,0,0,0.8371,0.2299,0.1367
"Maysville, KY_RaceNativeAmerican",cz12702_RaceNativeAmerican,0,85.26,0,35138,0,0,0,0.2299,0.1367
"Steubenville, OH & WV_RaceAsian",cz15500_RaceAsian,44033.0,80.16,0.0071,42265,0.3759,0.9071,0.797,0.1613,0.1671
"Steubenville, OH & WV_RaceBlack",cz15500_RaceBlack,25565.0,80.16,0.0432,42265,0.1418,0.902,0.7848,0.1613,0.1671
"Steubenville, OH & WV_RaceWhite",cz15500_RaceWhite,45960.0,80.16,0.0056,42265,0.3845,0.9095,0.8052,0.1613,0.1671
"Steubenville, OH & WV_RaceHispanic",cz15500_RaceHispanic,45502.0,80.16,0.0045,42265,0,0.8785,0.7667,0.1613,0.1671
"Steubenville, OH & WV_RaceNativeAmerican",cz15500_RaceNativeAmerican,0,80.16,0,42265,0,0,0,0.1613,0.1671
"Uvalde, TX_RaceAsian",cz32304_RaceAsian,38762.0,70.79,0.0206,40523,0.2269,0.7969,0.7515,0.1793,0.164
"Uvalde, TX_RaceBlack",cz32304_RaceBlack,34898.0,70.79,0.0451,40523,0,0,0.7568,0.1793,0.164
"Uvalde, TX_RaceWhite",cz32304_RaceWhite,55461.0,70.79,0.0134,40523,0.3382,0.8922,0.7757,0.1793,0.164
"Uvalde, TX_RaceHispanic",cz32304_RaceHispanic,35581.0,70.79,0.0238,40523,0.175,0.7475,0.783,0.1793,0.164
"Uvalde, TX_RaceNativeAmerican",cz32304_RaceNativeAmerican,0,70.79,0,40523,0,0,0,0.1793,0.164
"Fort Stockton, TX_RaceAsian",cz31403_RaceAsian,46044.0,68.24,0.0147,49726,0.2192,0.8491,0.7794,0.1242,0.1006
"Fort Stockton, TX_RaceBlack",cz31403_RaceBlack,0,68.24,0,49726,0,0,0,0.1242,0.1006
"Fort Stockton, TX_RaceWhite",cz31403_RaceWhite,56419.0,68.24,0.0149,49726,0.3975,0.9104,0.7618,0.1242,0.1006
"Fort Stockton, TX_RaceHispanic",cz31403_RaceHispanic,45610.0,68.24,0.0151,49726,0.1509,0.8263,0.8038,0.1242,0.1006
"Fort Stockton, TX_RaceNativeAmerican",cz31403_RaceNativeAmerican,0,68.24,0,49726,0,0,0,0.1242,0.1006
"Monroe, WI_RaceAsian",cz23000_RaceAsian,53766.0,87.46,0.005,51380,0.3042,0.8948,0.8369,0.1271,0.2099
"Monroe, WI_RaceBlack",cz23000_RaceBlack,37393.0,87.46,0.014,51380,0,0.8285,0.7633,0.1271,0.2099
"Monroe, WI_RaceWhite",cz23000_RaceWhite,54670.0,87.46,0.0048,51380,0.3066,0.8954,0.8422,0.1271,0.2099
"Monroe, WI_RaceHispanic",cz23000_RaceHispanic,39793.0,87.46,0.0093,51380,0.1414,0.8364,0.8515,0.1271,0.2099
"Monroe, WI_RaceNativeAmerican",cz23000_RaceNativeAmerican,0,87.46,0,51380,0,0,0,0.1271,0.2099
"Oneonta, NY_RaceAsian",cz17800_RaceAsian,45165.0,80.77,0.0067,48269,0.3645,0.8754,0.7928,0.1542,0.2362
"Oneonta, NY_RaceBlack",cz17800_RaceBlack,29584.0,80.77,0.0092,48269,0,0.6899,0.7373,0.1542,0.2362
"Oneonta, NY_RaceWhite",cz17800_RaceWhite,46349.0,80.77,0.0067,48269,0.3676,0.8763,0.7994,0.1542,0.2362
"Oneonta, NY_RaceHispanic",cz17800_RaceHispanic,37155.0,80.77,0.0017,48269,0.3174,0.9298,0.7652,0.1542,0.2362
"Oneonta, NY_RaceNativeAmerican",cz17800_RaceNativeAmerican,24979.0,80.77,0.0655,48269,0,0,0.8597,0.1542,0.2362
"East Grant UT, ND_RaceAsian",cz26202_RaceAsian,67317.0,88.6,0.0028,45405,0.3106,0.9251,0.8418,0.1357,0.1806
"East Grant UT, ND_RaceBlack",cz26202_RaceBlack,0,88.6,0,45405,0,0,0,0.1357,0.1806
"East Grant UT, ND_RaceWhite",cz26202_RaceWhite,68231.0,88.6,0.0026,45405,0.3128,0.9256,0.8526,0.1357,0.1806
"East Grant UT, ND_RaceHispanic",cz26202_RaceHispanic,0,88.6,0,45405,0,0,0,0.1357,0.1806
"East Grant UT, ND_RaceNativeAmerican",cz26202_RaceNativeAmerican,0,88.6,0,45405,0,0,0,0.1357,0.1806
"Childress, TX_RaceAsian",cz32502_RaceAsian,39796.0,77.79,0.0146,43008,0.2757,0.8976,0.7799,0.2114,0.1533
"Childress, TX_RaceBlack",cz32502_RaceBlack,24170.0,77.79,0.0414,43008,0,0,0.6965,0.2114,0.1533
"Childress, TX_RaceWhite",cz32502_RaceWhite,47709.0,77.79,0.0104,43008,0.3489,0.9456,0.7969,0.2114,0.1533
"Childress, TX_RaceHispanic",cz32502_RaceHispanic,32818.0,77.79,0.0199,43008,0.0674,0.8167,0.8413,0.2114,0.1533
"Childress, TX_RaceNativeAmerican",cz32502_RaceNativeAmerican,0,77.79,0,43008,0,0,0,0.2114,0.1533
"Jena, LA_RaceAsian",cz3201_RaceAsian,42959.0,74.31,0.0229,36881,0.2495,0.772,0.722,0.2194,0.1187
"Jena, LA_RaceBlack",cz3201_RaceBlack,24813.0,74.31,0.0667,36881,0.2095,0.5884,0.7846,0.2194,0.1187
"Jena, LA_RaceWhite",cz3201_RaceWhite,50111.0,74.31,0.0119,36881,0.2635,0.8137,0.7153,0.2194,0.1187
"Jena, LA_RaceHispanic",cz3201_RaceHispanic,0,74.31,0,36881,0,0,0,0.2194,0.1187
"Jena, LA_RaceNativeAmerican",cz3201_RaceNativeAmerican,0,74.31,0,36881,0,0,0,0.2194,0.1187
"Thomasville, GA_RaceAsian",cz10102_RaceAsian,34428.0,80.84,0.019,36570,0.3012,0.8039,0.7444,0.2394,0.1706
"Thomasville, GA_RaceBlack",cz10102_RaceBlack,21661.0,80.84,0.0372,36570,0.2514,0.7031,0.7516,0.2394,0.1706
"Thomasville, GA_RaceWhite",cz10102_RaceWhite,46647.0,80.84,0.0082,36570,0.3277,0.8501,0.7551,0.2394,0.1706
"Thomasville, GA_RaceHispanic",cz10102_RaceHispanic,27352.0,80.84,0.0073,36570,0,0.7865,0.7506,0.2394,0.1706
"Thomasville, GA_RaceNativeAmerican",cz10102_RaceNativeAmerican,0,80.84,0,36570,0,0,0,0.2394,0.1706
"Winder, GA_RaceAsian",cz9301_RaceAsian,38785.0,78.67,0.0191,45433,0.3725,0.8237,0.7526,0.2446,0.3203
"Winder, GA_RaceBlack",cz9301_RaceBlack,23358.0,78.67,0.0588,45433,0.2604,0.7029,0.7902,0.2446,0.3203
"Winder, GA_RaceWhite",cz9301_RaceWhite,46399.0,78.67,0.0083,45433,0.4116,0.8545,0.7574,0.2446,0.3203
"Winder, GA_RaceHispanic",cz9301_RaceHispanic,34776.0,78.67,0.0049,45433,0.1417,0.7736,0.7191,0.2446,0.3203
"Winder, GA_RaceNativeAmerican",cz9301_RaceNativeAmerican,20061.0,78.67,0.0,45433,0,0,0.526,0.2446,0.3203
"Township 11, KS_RaceAsian",cz29007_RaceAsian,51330.0,83.92,0.0043,45019,0.336,0.8791,0.8187,0.1244,0.2457
"Township 11, KS_RaceBlack",cz29007_RaceBlack,0,83.92,0,45019,0,0,0,0.1244,0.2457
"Township 11, KS_RaceWhite",cz29007_RaceWhite,52432.0,83.92,0.0048,45019,0.3414,0.8777,0.8255,0.1244,0.2457
"Township 11, KS_RaceHispanic",cz29007_RaceHispanic,42949.0,83.92,0.0,45019,0,0,0.9627,0.1244,0.2457
"Township 11, KS_RaceNativeAmerican",cz29007_RaceNativeAmerican,0,83.92,0,45019,0,0,0,0.1244,0.2457
"Ottawa, KS_RaceAsian",cz29401_RaceAsian,44753.0,81.87,0.0108,46150,0.2826,0.884,0.7996,0.1482,0.1901
"Ottawa, KS_RaceBlack",cz29401_RaceBlack,25467.0,81.87,0.182,46150,0,0,0.8037,0.1482,0.1901
"Ottawa, KS_RaceWhite",cz29401_RaceWhite,45974.0,81.87,0.0094,46150,0.2882,0.8899,0.8061,0.1482,0.1901
"Ottawa, KS_RaceHispanic",cz29401_RaceHispanic,38608.0,81.87,0.0026,46150,0.1053,0.7582,0.7804,0.1482,0.1901
"Ottawa, KS_RaceNativeAmerican",cz29401_RaceNativeAmerican,34305.0,81.87,0.0,46150,0,0,0.7701,0.1482,0.1901
"Welch, WV_RaceAsian",cz11202_RaceAsian,36724.0,58.3,0.0118,30538,0.2665,0.8917,0.6743,0.282,0.067
"Welch, WV_RaceBlack",cz11202_RaceBlack,26605.0,58.3,0.0682,30538,0,0.8524,0.7687,0.282,0.067
"Welch, WV_RaceWhite",cz11202_RaceWhite,38339.0,58.3,0.0094,30538,0.2585,0.8935,0.6766,0.282,0.067
"Welch, WV_RaceHispanic",cz11202_RaceHispanic,0,58.3,0,30538,0,0,0,0.282,0.067
"Welch, WV_RaceNativeAmerican",cz11202_RaceNativeAmerican,0,58.3,0,30538,0,0,0,0.282,0.067
"Stephenville, TX_RaceAsian",cz32702_RaceAsian,44377.0,78.86,0.0143,41354,0.3502,0.8382,0.7472,0.2231,0.2472
"Stephenville, TX_RaceBlack",cz32702_RaceBlack,35417.0,78.86,0.0175,41354,0,0,0.7605,0.2231,0.2472
"Stephenville, TX_RaceWhite",cz32702_RaceWhite,49444.0,78.86,0.0145,41354,0.4079,0.8716,0.7688,0.2231,0.2472
"Stephenville, TX_RaceHispanic",cz32702_RaceHispanic,37641.0,78.86,0.0151,41354,0.1269,0.7032,0.7915,0.2231,0.2472
"Stephenville, TX_RaceNativeAmerican",cz32702_RaceNativeAmerican,45874.0,78.86,0.0056,41354,0,0,0.8187,0.2231,0.2472
"Soda Springs, ID_RaceAsian",cz36403_RaceAsian,53256.0,88.28,0.0055,51731,0.2868,0.8992,0.774,0.1215,0.1873
"Soda Springs, ID_RaceBlack",cz36403_RaceBlack,0,88.28,0,51731,0,0,0,0.1215,0.1873
"Soda Springs, ID_RaceWhite",cz36403_RaceWhite,54708.0,88.28,0.0051,51731,0.2827,0.9001,0.7784,0.1215,0.1873
"Soda Springs, ID_RaceHispanic",cz36403_RaceHispanic,44626.0,88.28,0.0142,51731,0,0,0.766,0.1215,0.1873
"Soda Springs, ID_RaceNativeAmerican",cz36403_RaceNativeAmerican,0,88.28,0,51731,0,0,0,0.1215,0.1873
"Broken Bow, NE_RaceAsian",cz28305_RaceAsian,56023.0,86.04,0.0044,46641,0.3847,0.8637,0.8324,0.1101,0.2167
"Broken Bow, NE_RaceBlack",cz28305_RaceBlack,0,86.04,0,46641,0,0,0,0.1101,0.2167
"Broken Bow, NE_RaceWhite",cz28305_RaceWhite,57320.0,86.04,0.004,46641,0.3894,0.8808,0.8374,0.1101,0.2167
"Broken Bow, NE_RaceHispanic",cz28305_RaceHispanic,42571.0,86.04,0.0,46641,0,0,0.8004,0.1101,0.2167
"Broken Bow, NE_RaceNativeAmerican",cz28305_RaceNativeAmerican,0,86.04,0,46641,0,0,0,0.1101,0.2167
"Graham, TX_RaceAsian",cz32602_RaceAsian,46862.0,80.8,0.0199,48054,0.2891,0.8376,0.7361,0.1572,0.1623
"Graham, TX_RaceBlack",cz32602_RaceBlack,22495.0,80.8,0.1027,48054,0,0,0.5733,0.1572,0.1623
"Graham, TX_RaceWhite",cz32602_RaceWhite,49841.0,80.8,0.0195,48054,0.2998,0.8419,0.7491,0.1572,0.1623
"Graham, TX_RaceHispanic",cz32602_RaceHispanic,40099.0,80.8,0.0128,48054,0.2328,0.8086,0.7555,0.1572,0.1623
"Graham, TX_RaceNativeAmerican",cz32602_RaceNativeAmerican,62787.0,80.8,0,48054,0,0,0.9512,0.1572,0.1623
"Lemmon, ND & SD_RaceAsian",cz26404_RaceAsian,60282.0,87.32,0.0015,50025,0.4622,0.8333,0.8213,0.1097,0.1998
"Lemmon, ND & SD_RaceBlack",cz26404_RaceBlack,0,87.32,0,50025,0,0,0,0.1097,0.1998
"Lemmon, ND & SD_RaceWhite",cz26404_RaceWhite,61625.0,87.32,0.0005,50025,0.4563,0.8331,0.8287,0.1097,0.1998
"Lemmon, ND & SD_RaceHispanic",cz26404_RaceHispanic,0,87.32,0,50025,0,0,0,0.1097,0.1998
"Lemmon, ND & SD_RaceNativeAmerican",cz26404_RaceNativeAmerican,0,87.32,0,50025,0,0,0,0.1097,0.1998
"Burlington, CO_RaceAsian",cz28504_RaceAsian,51940.0,77.81,0.0065,44540,0.4864,0.9194,0.7976,0.1329,0.1631
"Burlington, CO_RaceBlack",cz28504_RaceBlack,0,77.81,0,44540,0,0,0,0.1329,0.1631
"Burlington, CO_RaceWhite",cz28504_RaceWhite,54490.0,77.81,0.0046,44540,0.5267,0.9199,0.8127,0.1329,0.1631
"Burlington, CO_RaceHispanic",cz28504_RaceHispanic,36546.0,77.81,0.0354,44540,0,0.918,0.7559,0.1329,0.1631
"Burlington, CO_RaceNativeAmerican",cz28504_RaceNativeAmerican,0,77.81,0,44540,0,0,0,0.1329,0.1631
"Iowa Falls, IA_RaceAsian",cz22002_RaceAsian,55299.0,84.89,0.0043,50311,0.3919,0.9028,0.839,0.1059,0.1916
"Iowa Falls, IA_RaceBlack",cz22002_RaceBlack,0,84.89,0,50311,0,0,0,0.1059,0.1916
