name,cz,HouseholdIncomeOutcome,Census_Response_Rate_Social_Capital_Proxy,IncarcerationRate,Median_Hhold._Income_of_Residents_in_2012-16,CollegeGradRate,HighSchoolGradRate,EmploymentRate,Poverty_Rate_in_2012-16,Fraction_College_Graduates_in_2012-16
"Gastonia, NC_RaceHispanic",cz800_RaceHispanic,31798.0,82.25,0.0075,43730,0.2234,0.7144,0.7529,0.1799,0.1834
"Gastonia, NC_RaceNativeAmerican",cz800_RaceNativeAmerican,30883.0,82.25,0.0,43730,0,0.8701,0.7796,0.1799,0.1834
"Harrison, AR_RaceAsian",cz25103_RaceAsian,39816.0,78.29,0.0084,37301,0.2297,0.8805,0.7432,0.1814,0.1567
"Harrison, AR_RaceBlack",cz25103_RaceBlack,40459.0,78.29,0.0,37301,0,0,0.8638,0.1814,0.1567
"Harrison, AR_RaceWhite",cz25103_RaceWhite,41094.0,78.29,0.0082,37301,0.2328,0.8844,0.7518,0.1814,0.1567
"Harrison, AR_RaceHispanic",cz25103_RaceHispanic,32111.0,78.29,0.0146,37301,0.1903,0.7422,0.7071,0.1814,0.1567
"Harrison, AR_RaceNativeAmerican",cz25103_RaceNativeAmerican,31778.0,78.29,0.0506,37301,0,0,0.6501,0.1814,0.1567
"Goldsboro, NC_RaceAsian",cz1800_RaceAsian,35948.0,79.1,0.0143,39296,0.3063,0.8416,0.7621,0.2403,0.1479
"Goldsboro, NC_RaceBlack",cz1800_RaceBlack,25227.0,79.1,0.0306,39296,0.2351,0.8085,0.7714,0.2403,0.1479
"Goldsboro, NC_RaceWhite",cz1800_RaceWhite,44923.0,79.1,0.0063,39296,0.3479,0.8644,0.7811,0.2403,0.1479
"Goldsboro, NC_RaceHispanic",cz1800_RaceHispanic,33326.0,79.1,0.0127,39296,0.1681,0.7121,0.7115,0.2403,0.1479
"Goldsboro, NC_RaceNativeAmerican",cz1800_RaceNativeAmerican,29608.0,79.1,0.0174,39296,0.1296,0.8546,0.7382,0.2403,0.1479
"Jacksonville, NC_RaceAsian",cz1900_RaceAsian,36956.0,79.79,0.0152,45464,0.3238,0.8482,0.7592,0.1819,0.2188
"Jacksonville, NC_RaceBlack",cz1900_RaceBlack,24703.0,79.79,0.0358,45464,0.1869,0.766,0.7666,0.1819,0.2188
"Jacksonville, NC_RaceWhite",cz1900_RaceWhite,44858.0,79.79,0.0071,45464,0.3779,0.8839,0.7705,0.1819,0.2188
"Jacksonville, NC_RaceHispanic",cz1900_RaceHispanic,36234.0,79.79,0.0076,45464,0.1708,0.8308,0.7764,0.1819,0.2188
"Jacksonville, NC_RaceNativeAmerican",cz1900_RaceNativeAmerican,29356.0,79.79,0.0162,45464,0.3391,0.7579,0.6679,0.1819,0.2188
"Wilson, NC_RaceAsian",cz1600_RaceAsian,34831.0,80.87,0.0168,40787,0.3178,0.8219,0.7752,0.2154,0.1671
"Wilson, NC_RaceBlack",cz1600_RaceBlack,24011.0,80.87,0.0303,40787,0.1848,0.7439,0.7798,0.2154,0.1671
"Wilson, NC_RaceWhite",cz1600_RaceWhite,48282.0,80.87,0.0064,40787,0.4107,0.8792,0.798,0.2154,0.1671
"Wilson, NC_RaceHispanic",cz1600_RaceHispanic,31435.0,80.87,0.0168,40787,0.06,0.6963,0.7449,0.2154,0.1671
"Wilson, NC_RaceNativeAmerican",cz1600_RaceNativeAmerican,22926.0,80.87,0.0,40787,0,0,0.6391,0.2154,0.1671
"Hagerstown, MD & PA & WV_RaceAsian",cz17400_RaceAsian,44741.0,81.56,0.0117,58077,0.3078,0.8656,0.783,0.1227,0.2091
"Hagerstown, MD & PA & WV_RaceBlack",cz17400_RaceBlack,27081.0,81.56,0.0742,58077,0.2094,0.7709,0.7903,0.1227,0.2091
"Hagerstown, MD & PA & WV_RaceWhite",cz17400_RaceWhite,46564.0,81.56,0.0096,58077,0.3095,0.8693,0.7896,0.1227,0.2091
"Hagerstown, MD & PA & WV_RaceHispanic",cz17400_RaceHispanic,38969.0,81.56,0.0109,58077,0.209,0.7559,0.7725,0.1227,0.2091
"Hagerstown, MD & PA & WV_RaceNativeAmerican",cz17400_RaceNativeAmerican,34443.0,81.56,0.0,58077,0,0,0.6798,0.1227,0.2091
"Paducah, IL & KY_RaceAsian",cz25401_RaceAsian,42918.0,84.14,0.0147,43720,0.3483,0.8591,0.7784,0.1588,0.1821
"Paducah, IL & KY_RaceBlack",cz25401_RaceBlack,25965.0,84.14,0.072,43720,0.2524,0.8104,0.8086,0.1588,0.1821
"Paducah, IL & KY_RaceWhite",cz25401_RaceWhite,45635.0,84.14,0.0109,43720,0.3576,0.8638,0.7845,0.1588,0.1821
"Paducah, IL & KY_RaceHispanic",cz25401_RaceHispanic,29127.0,84.14,0.0199,43720,0.3199,0.7286,0.7202,0.1588,0.1821
"Paducah, IL & KY_RaceNativeAmerican",cz25401_RaceNativeAmerican,32335.0,84.14,0.0004,43720,0,0,0.7466,0.1588,0.1821
"Cleveland, TN_RaceAsian",cz6502_RaceAsian,37474.0,81.51,0.0165,40906,0.2673,0.8569,0.75,0.1894,0.1594
"Cleveland, TN_RaceBlack",cz6502_RaceBlack,27021.0,81.51,0.0602,40906,0.1372,0.7711,0.8035,0.1894,0.1594
"Cleveland, TN_RaceWhite",cz6502_RaceWhite,39198.0,81.51,0.0147,40906,0.2712,0.8616,0.7569,0.1894,0.1594
"Cleveland, TN_RaceHispanic",cz6502_RaceHispanic,33930.0,81.51,0.0194,40906,0.2602,0.823,0.7816,0.1894,0.1594
"Cleveland, TN_RaceNativeAmerican",cz6502_RaceNativeAmerican,28177.0,81.51,0.0039,40906,0,0,0.7183,0.1894,0.1594
"Scioto, OH_RaceAsian",cz15700_RaceAsian,37001.0,80.31,0.0148,41362,0.2693,0.8505,0.7353,0.2189,0.1466
"Scioto, OH_RaceBlack",cz15700_RaceBlack,26901.0,80.31,0.0438,41362,0.2632,0.8078,0.7517,0.2189,0.1466
"Scioto, OH_RaceWhite",cz15700_RaceWhite,38186.0,80.31,0.0145,41362,0.2694,0.8529,0.7453,0.2189,0.1466
"Scioto, OH_RaceHispanic",cz15700_RaceHispanic,31199.0,80.31,0.002,41362,0.2803,0.8844,0.6852,0.2189,0.1466
"Scioto, OH_RaceNativeAmerican",cz15700_RaceNativeAmerican,32640.0,80.31,0.0052,41362,0,0,0.6881,0.2189,0.1466
"Omaha, IA & NE_RaceAsian",cz28202_RaceAsian,50041.0,81.34,0.0122,63097,0.4168,0.8912,0.8212,0.1208,0.3327
"Omaha, IA & NE_RaceBlack",cz28202_RaceBlack,25155.0,81.34,0.0748,63097,0.2071,0.7963,0.7995,0.1208,0.3327
"Omaha, IA & NE_RaceWhite",cz28202_RaceWhite,55252.0,81.34,0.0069,63097,0.439,0.9041,0.8361,0.1208,0.3327
"Omaha, IA & NE_RaceHispanic",cz28202_RaceHispanic,40213.0,81.34,0.0154,63097,0.2207,0.7676,0.803,0.1208,0.3327
"Omaha, IA & NE_RaceNativeAmerican",cz28202_RaceNativeAmerican,25754.0,81.34,0.0547,63097,0.2067,0.7812,0.6868,0.1208,0.3327
"Reno, NV_RaceAsian",cz37604_RaceAsian,42550.0,81.34,0.0134,57238,0.2945,0.8592,0.7655,0.1541,0.2535
"Reno, NV_RaceBlack",cz37604_RaceBlack,29759.0,81.34,0.0769,57238,0.2019,0.8053,0.7844,0.1541,0.2535
"Reno, NV_RaceWhite",cz37604_RaceWhite,46809.0,81.34,0.0113,57238,0.3205,0.8861,0.784,0.1541,0.2535
"Reno, NV_RaceHispanic",cz37604_RaceHispanic,37170.0,81.34,0.017,57238,0.1555,0.7252,0.7821,0.1541,0.2535
"Reno, NV_RaceNativeAmerican",cz37604_RaceNativeAmerican,28610.0,81.34,0.0408,57238,0.0706,0.8097,0.7448,0.1541,0.2535
"Marinette, MI & WI_RaceAsian",cz11402_RaceAsian,49067.0,86.99,0.0118,42455,0.334,0.8759,0.8281,0.1421,0.1749
"Marinette, MI & WI_RaceBlack",cz11402_RaceBlack,36947.0,86.99,0.0086,42455,0,0,0.8159,0.1421,0.1749
"Marinette, MI & WI_RaceWhite",cz11402_RaceWhite,50187.0,86.99,0.0115,42455,0.3386,0.8766,0.8358,0.1421,0.1749
"Marinette, MI & WI_RaceHispanic",cz11402_RaceHispanic,38882.0,86.99,0.018,42455,0,0,0.8743,0.1421,0.1749
"Marinette, MI & WI_RaceNativeAmerican",cz11402_RaceNativeAmerican,24868.0,86.99,0.048,42455,0.0079,0.8355,0.6501,0.1421,0.1749
"New York, NY_RaceAsian",cz19400_RaceAsian,46402.0,72.27,0.0092,71720,0.5,0.8808,0.7676,0.1618,0.3654
"New York, NY_RaceBlack",cz19400_RaceBlack,31262.0,72.27,0.0285,71720,0.3011,0.8179,0.7732,0.1618,0.3654
"New York, NY_RaceWhite",cz19400_RaceWhite,65034.0,72.27,0.0029,71720,0.6295,0.9438,0.8004,0.1618,0.3654
"New York, NY_RaceHispanic",cz19400_RaceHispanic,37130.0,72.27,0.0087,71720,0.2845,0.7788,0.7728,0.1618,0.3654
"New York, NY_RaceNativeAmerican",cz19400_RaceNativeAmerican,31980.0,72.27,0.0228,71720,0.3301,0.8291,0.7178,0.1618,0.3654
"Dover, DE & MD_RaceAsian",cz19901_RaceAsian,40074.0,80.82,0.0216,54134,0.3268,0.8548,0.7864,0.14,0.2401
"Dover, DE & MD_RaceBlack",cz19901_RaceBlack,26259.0,80.82,0.0635,54134,0.1779,0.8051,0.8021,0.14,0.2401
"Dover, DE & MD_RaceWhite",cz19901_RaceWhite,46258.0,80.82,0.0115,54134,0.3587,0.8706,0.794,0.14,0.2401
"Dover, DE & MD_RaceHispanic",cz19901_RaceHispanic,36467.0,80.82,0.0136,54134,0.2084,0.7591,0.805,0.14,0.2401
"Dover, DE & MD_RaceNativeAmerican",cz19901_RaceNativeAmerican,34349.0,80.82,0.0109,54134,0.2317,0.7506,0.8435,0.14,0.2401
"Johnson City, TN & VA_RaceAsian",cz100_RaceAsian,37588.0,83.48,0.0148,40369,0.3387,0.8706,0.742,0.1827,0.205
"Johnson City, TN & VA_RaceBlack",cz100_RaceBlack,25624.0,83.48,0.0575,40369,0.2516,0.7952,0.7599,0.1827,0.205
"Johnson City, TN & VA_RaceWhite",cz100_RaceWhite,38837.0,83.48,0.014,40369,0.3383,0.8725,0.7511,0.1827,0.205
"Johnson City, TN & VA_RaceHispanic",cz100_RaceHispanic,32585.0,83.48,0.0044,40369,0.4241,0.861,0.7069,0.1827,0.205
"Johnson City, TN & VA_RaceNativeAmerican",cz100_RaceNativeAmerican,23743.0,83.48,0.0221,40369,0,0,0.6277,0.1827,0.205
"Ludington, MI_RaceAsian",cz12002_RaceAsian,43273.0,88.04,0.008,43003,0.2981,0.865,0.7827,0.1617,0.2025
"Ludington, MI_RaceBlack",cz12002_RaceBlack,29469.0,88.04,0.0984,43003,0,0,0.8734,0.1617,0.2025
"Ludington, MI_RaceWhite",cz12002_RaceWhite,44925.0,88.04,0.007,43003,0.3011,0.8668,0.7898,0.1617,0.2025
"Ludington, MI_RaceHispanic",cz12002_RaceHispanic,32654.0,88.04,0.0158,43003,0.2699,0.798,0.8141,0.1617,0.2025
"Ludington, MI_RaceNativeAmerican",cz12002_RaceNativeAmerican,27660.0,88.04,0.0207,43003,0,0,0.7612,0.1617,0.2025
"Jamestown, ND_RaceAsian",cz26803_RaceAsian,58783.0,84.73,0.0059,55455,0.4206,0.9166,0.8502,0.1034,0.2392
"Jamestown, ND_RaceBlack",cz26803_RaceBlack,0,84.73,0,55455,0,0,0,0.1034,0.2392
"Jamestown, ND_RaceWhite",cz26803_RaceWhite,59700.0,84.73,0.0052,55455,0.4215,0.9172,0.854,0.1034,0.2392
"Jamestown, ND_RaceHispanic",cz26803_RaceHispanic,51031.0,84.73,0.0032,55455,0,0,0.8513,0.1034,0.2392
"Jamestown, ND_RaceNativeAmerican",cz26803_RaceNativeAmerican,27602.0,84.73,0.1731,55455,0,0,0.6692,0.1034,0.2392
"Lawton, OK_RaceAsian",cz33601_RaceAsian,40751.0,74.31,0.0158,47702,0.2761,0.8451,0.7686,0.1675,0.1983
"Lawton, OK_RaceBlack",cz33601_RaceBlack,30010.0,74.31,0.037,47702,0.1373,0.8336,0.7909,0.1675,0.1983
"Lawton, OK_RaceWhite",cz33601_RaceWhite,45849.0,74.31,0.0117,47702,0.3003,0.8514,0.7744,0.1675,0.1983
"Lawton, OK_RaceHispanic",cz33601_RaceHispanic,39516.0,74.31,0.012,47702,0.2178,0.7829,0.806,0.1675,0.1983
"Lawton, OK_RaceNativeAmerican",cz33601_RaceNativeAmerican,32500.0,74.31,0.0312,47702,0.2559,0.8504,0.7501,0.1675,0.1983
"Valdez, AK_RaceAsian",cz34103_RaceAsian,37393.0,70.96,0.0167,71701,0.2105,0.7896,0.7371,0.0968,0.282
"Valdez, AK_RaceBlack",cz34103_RaceBlack,0,70.96,0,71701,0,0,0,0.0968,0.282
"Valdez, AK_RaceWhite",cz34103_RaceWhite,41198.0,70.96,0.0145,71701,0.318,0.777,0.7842,0.0968,0.282
"Valdez, AK_RaceHispanic",cz34103_RaceHispanic,31192.0,70.96,0.0003,71701,0,0,0.7423,0.0968,0.282
"Valdez, AK_RaceNativeAmerican",cz34103_RaceNativeAmerican,23912.0,70.96,0.0568,71701,0,0,0.5489,0.0968,0.282
"Concord, IN & MI_RaceAsian",cz13700_RaceAsian,44871.0,83.16,0.016,49071,0.2685,0.7772,0.7785,0.1472,0.1585
"Concord, IN & MI_RaceBlack",cz13700_RaceBlack,23960.0,83.16,0.1159,49071,0.1539,0.7341,0.7795,0.1472,0.1585
"Concord, IN & MI_RaceWhite",cz13700_RaceWhite,47236.0,83.16,0.0126,49071,0.2742,0.783,0.7848,0.1472,0.1585
"Concord, IN & MI_RaceHispanic",cz13700_RaceHispanic,39185.0,83.16,0.0192,49071,0.1631,0.6599,0.8111,0.1472,0.1585
"Concord, IN & MI_RaceNativeAmerican",cz13700_RaceNativeAmerican,29019.0,83.16,0.0335,49071,0,0.5856,0.6848,0.1472,0.1585
"Sault Ste. Marie, MI_RaceAsian",cz11403_RaceAsian,41216.0,83.2,0.0105,40728,0.2761,0.8411,0.7971,0.1815,0.1914
"Sault Ste. Marie, MI_RaceBlack",cz11403_RaceBlack,27774.0,83.2,0.0476,40728,0,0,0.8006,0.1815,0.1914
"Sault Ste. Marie, MI_RaceWhite",cz11403_RaceWhite,44453.0,83.2,0.0089,40728,0.3204,0.8618,0.8037,0.1815,0.1914
"Sault Ste. Marie, MI_RaceHispanic",cz11403_RaceHispanic,36980.0,83.2,0.0045,40728,0,0,0.8023,0.1815,0.1914
"Sault Ste. Marie, MI_RaceNativeAmerican",cz11403_RaceNativeAmerican,35377.0,83.2,0.0195,40728,0.1136,0.7742,0.8203,0.1815,0.1914
"Panama City, FL_RaceAsian",cz10000_RaceAsian,36735.0,79.27,0.0271,47809,0.2733,0.8374,0.7506,0.1614,0.2128
"Panama City, FL_RaceBlack",cz10000_RaceBlack,24290.0,79.27,0.0782,47809,0.111,0.7836,0.7812,0.1614,0.2128
"Panama City, FL_RaceWhite",cz10000_RaceWhite,39780.0,79.27,0.0218,47809,0.2916,0.8438,0.7548,0.1614,0.2128
"Panama City, FL_RaceHispanic",cz10000_RaceHispanic,38390.0,79.27,0.0123,47809,0.2563,0.8244,0.8033,0.1614,0.2128
"Panama City, FL_RaceNativeAmerican",cz10000_RaceNativeAmerican,32476.0,79.27,0.0062,47809,0,0.7669,0.7718,0.1614,0.2128
"Joplin, KS & MO & OK_RaceAsian",cz29901_RaceAsian,41574.0,78.81,0.0115,42411,0.2944,0.8536,0.7786,0.1819,0.2089
"Joplin, KS & MO & OK_RaceBlack",cz29901_RaceBlack,29076.0,78.81,0.0391,42411,0.2667,0.7816,0.7986,0.1819,0.2089
"Joplin, KS & MO & OK_RaceWhite",cz29901_RaceWhite,43094.0,78.81,0.0109,42411,0.3076,0.8598,0.7865,0.1819,0.2089
"Joplin, KS & MO & OK_RaceHispanic",cz29901_RaceHispanic,35937.0,78.81,0.0195,42411,0.229,0.7268,0.7903,0.1819,0.2089
"Joplin, KS & MO & OK_RaceNativeAmerican",cz29901_RaceNativeAmerican,37529.0,78.81,0.0206,42411,0.149,0.8408,0.758,0.1819,0.2089
"Gainesville, GA_RaceAsian",cz9400_RaceAsian,38913.0,80.96,0.0169,49472,0.2875,0.8026,0.7365,0.1767,0.2031
"Gainesville, GA_RaceBlack",cz9400_RaceBlack,25009.0,80.96,0.0769,49472,0.1718,0.7114,0.7988,0.1767,0.2031
"Gainesville, GA_RaceWhite",cz9400_RaceWhite,43157.0,80.96,0.0131,49472,0.3081,0.8243,0.7568,0.1767,0.2031
"Gainesville, GA_RaceHispanic",cz9400_RaceHispanic,32330.0,80.96,0.0143,49472,0.0887,0.5745,0.7446,0.1767,0.2031
"Gainesville, GA_RaceNativeAmerican",cz9400_RaceNativeAmerican,25994.0,80.96,0.0,49472,0,0,0.7219,0.1767,0.2031
"Palm Bay, FL_RaceAsian",cz7300_RaceAsian,39299.0,83.5,0.0191,51251,0.3589,0.8446,0.7545,0.1403,0.2708
"Palm Bay, FL_RaceBlack",cz7300_RaceBlack,24592.0,83.5,0.0666,51251,0.1893,0.7283,0.7532,0.1403,0.2708
"Palm Bay, FL_RaceWhite",cz7300_RaceWhite,42353.0,83.5,0.0151,51251,0.3738,0.8572,0.7644,0.1403,0.2708
"Palm Bay, FL_RaceHispanic",cz7300_RaceHispanic,38779.0,83.5,0.0108,51251,0.3274,0.8303,0.7706,0.1403,0.2708
"Palm Bay, FL_RaceNativeAmerican",cz7300_RaceNativeAmerican,29649.0,83.5,0.0155,51251,0.3052,0.7253,0.6521,0.1403,0.2708
"Tyler, TX_RaceAsian",cz33300_RaceAsian,40543.0,77.64,0.0266,47285,0.2726,0.8414,0.7464,0.1753,0.1949
"Tyler, TX_RaceBlack",cz33300_RaceBlack,26264.0,77.64,0.0678,47285,0.1631,0.8067,0.7893,0.1753,0.1949
"Tyler, TX_RaceWhite",cz33300_RaceWhite,47887.0,77.64,0.0182,47285,0.3172,0.8678,0.7555,0.1753,0.1949
"Tyler, TX_RaceHispanic",cz33300_RaceHispanic,36362.0,77.64,0.0212,47285,0.1009,0.6913,0.7663,0.1753,0.1949
"Tyler, TX_RaceNativeAmerican",cz33300_RaceNativeAmerican,32295.0,77.64,0.0568,47285,0,0.7538,0.7604,0.1753,0.1949
"Presque Isle, ME_RaceAsian",cz20003_RaceAsian,43167.0,82.6,0.0083,37998,0.3107,0.8979,0.7935,0.1797,0.1799
"Presque Isle, ME_RaceBlack",cz20003_RaceBlack,35536.0,82.6,0.0588,37998,0,0,0.69,0.1797,0.1799
"Presque Isle, ME_RaceWhite",cz20003_RaceWhite,44594.0,82.6,0.0081,37998,0.3166,0.9012,0.8065,0.1797,0.1799
"Presque Isle, ME_RaceHispanic",cz20003_RaceHispanic,34608.0,82.6,0.0012,37998,0,0,0.7929,0.1797,0.1799
"Presque Isle, ME_RaceNativeAmerican",cz20003_RaceNativeAmerican,26133.0,82.6,0.0303,37998,0.125,0.8447,0.7433,0.1797,0.1799
"Elko, NV_RaceAsian",cz37601_RaceAsian,49970.0,72.85,0.0125,71666,0.269,0.856,0.7705,0.1135,0.1666
"Elko, NV_RaceBlack",cz37601_RaceBlack,30488.0,72.85,0.0201,71666,0,0,0.5586,0.1135,0.1666
"Elko, NV_RaceWhite",cz37601_RaceWhite,53708.0,72.85,0.0108,71666,0.3098,0.8821,0.78,0.1135,0.1666
"Elko, NV_RaceHispanic",cz37601_RaceHispanic,49449.0,72.85,0.0104,71666,0.1725,0.7442,0.8002,0.1135,0.1666
"Elko, NV_RaceNativeAmerican",cz37601_RaceNativeAmerican,27205.0,72.85,0.0585,71666,0.0368,0.7658,0.7333,0.1135,0.1666
"Deltona, FL_RaceAsian",cz7500_RaceAsian,36517.0,80.73,0.0153,43367,0.3063,0.8436,0.751,0.1744,0.2096
"Deltona, FL_RaceBlack",cz7500_RaceBlack,22367.0,80.73,0.0543,43367,0.234,0.7491,0.7313,0.1744,0.2096
"Deltona, FL_RaceWhite",cz7500_RaceWhite,40311.0,80.73,0.0108,43367,0.3146,0.8634,0.7651,0.1744,0.2096
"Deltona, FL_RaceHispanic",cz7500_RaceHispanic,35372.0,80.73,0.0084,43367,0.2663,0.7885,0.7709,0.1744,0.2096
"Deltona, FL_RaceNativeAmerican",cz7500_RaceNativeAmerican,30720.0,80.73,0.0089,43367,0,0.8822,0.8044,0.1744,0.2096
"Sarasota, FL_RaceAsian",cz6900_RaceAsian,39611.0,83.39,0.02,52096,0.3463,0.8375,0.755,0.1325,0.2762
"Sarasota, FL_RaceBlack",cz6900_RaceBlack,23408.0,83.39,0.0726,52096,0.128,0.6994,0.7444,0.1325,0.2762
"Sarasota, FL_RaceWhite",cz6900_RaceWhite,43702.0,83.39,0.0155,52096,0.3725,0.857,0.7692,0.1325,0.2762
"Sarasota, FL_RaceHispanic",cz6900_RaceHispanic,34855.0,83.39,0.0142,52096,0.2123,0.7513,0.7772,0.1325,0.2762
"Sarasota, FL_RaceNativeAmerican",cz6900_RaceNativeAmerican,27906.0,83.39,0.0116,52096,0,0.6729,0.7263,0.1325,0.2762
"Ashland, WI_RaceAsian",cz21001_RaceAsian,48342.0,0,0.005,43173,0.2941,0.9149,0.8171,0.1331,0.2273
"Ashland, WI_RaceBlack",cz21001_RaceBlack,0,0,0,43173,0,0,0,0.1331,0.2273
"Ashland, WI_RaceWhite",cz21001_RaceWhite,50730.0,0,0.0042,43173,0.3042,0.9205,0.824,0.1331,0.2273
"Ashland, WI_RaceHispanic",cz21001_RaceHispanic,26505.0,0,0.0066,43173,0,0.7082,0.7501,0.1331,0.2273
"Ashland, WI_RaceNativeAmerican",cz21001_RaceNativeAmerican,27296.0,0,0.0276,43173,0.0972,0.8486,0.7971,0.1331,0.2273
"Manhattan, KS_RaceAsian",cz29203_RaceAsian,46714.0,79.52,0.0117,49863,0.3884,0.8969,0.8134,0.1632,0.3244
"Manhattan, KS_RaceBlack",cz29203_RaceBlack,28010.0,79.52,0.0536,49863,0.3263,0.8628,0.8192,0.1632,0.3244
"Manhattan, KS_RaceWhite",cz29203_RaceWhite,51133.0,79.52,0.0083,49863,0.401,0.9008,0.8232,0.1632,0.3244
"Manhattan, KS_RaceHispanic",cz29203_RaceHispanic,37724.0,79.52,0.0094,49863,0.2339,0.8698,0.814,0.1632,0.3244
"Manhattan, KS_RaceNativeAmerican",cz29203_RaceNativeAmerican,33166.0,79.52,0.0151,49863,0,0.8078,0.7603,0.1632,0.3244
"Price, UT_RaceAsian",cz35902_RaceAsian,49906.0,77.8,0.0088,48833,0.3147,0.877,0.7383,0.1509,0.173
"Price, UT_RaceBlack",cz35902_RaceBlack,0,77.8,0,48833,0,0,0,0.1509,0.173
"Price, UT_RaceWhite",cz35902_RaceWhite,52237.0,77.8,0.0079,48833,0.3359,0.8837,0.7473,0.1509,0.173
"Price, UT_RaceHispanic",cz35902_RaceHispanic,40187.0,77.8,0.0193,48833,0.0835,0.8224,0.6949,0.1509,0.173
"Price, UT_RaceNativeAmerican",cz35902_RaceNativeAmerican,24405.0,77.8,0.0582,48833,0,0,0.7655,0.1509,0.173
"Springfield, MO_RaceAsian",cz29700_RaceAsian,40889.0,81.88,0.013,44516,0.2996,0.8457,0.7583,0.1838,0.2431
"Springfield, MO_RaceBlack",cz29700_RaceBlack,26429.0,81.88,0.0876,44516,0.1477,0.7645,0.7693,0.1838,0.2431
"Springfield, MO_RaceWhite",cz29700_RaceWhite,42197.0,81.88,0.0119,44516,0.3032,0.8478,0.7659,0.1838,0.2431
"Springfield, MO_RaceHispanic",cz29700_RaceHispanic,36902.0,81.88,0.015,44516,0.227,0.8182,0.7687,0.1838,0.2431
"Springfield, MO_RaceNativeAmerican",cz29700_RaceNativeAmerican,28240.0,81.88,0.0187,44516,0.1887,0.8367,0.6898,0.1838,0.2431
"Terre Haute, IN_RaceAsian",cz14400_RaceAsian,43823.0,83.14,0.011,45229,0.2969,0.8546,0.7969,0.1669,0.1804
"Terre Haute, IN_RaceBlack",cz14400_RaceBlack,28849.0,83.14,0.0376,45229,0.2023,0.7641,0.8131,0.1669,0.1804
"Terre Haute, IN_RaceWhite",cz14400_RaceWhite,45216.0,83.14,0.0105,45229,0.3003,0.8568,0.8038,0.1669,0.1804
"Terre Haute, IN_RaceHispanic",cz14400_RaceHispanic,37673.0,83.14,0.0039,45229,0.2836,0.8516,0.7867,0.1669,0.1804
"Terre Haute, IN_RaceNativeAmerican",cz14400_RaceNativeAmerican,31785.0,83.14,0.0084,45229,0,0,0.7815,0.1669,0.1804
"Topeka, KS_RaceAsian",cz29204_RaceAsian,46686.0,81.74,0.0111,53124,0.4233,0.8918,0.8116,0.1616,0.3437
"Topeka, KS_RaceBlack",cz29204_RaceBlack,26797.0,81.74,0.0709,53124,0.2085,0.7997,0.802,0.1616,0.3437
"Topeka, KS_RaceWhite",cz29204_RaceWhite,50718.0,81.74,0.0076,53124,0.4487,0.9016,0.8227,0.1616,0.3437
"Topeka, KS_RaceHispanic",cz29204_RaceHispanic,39178.0,81.74,0.0072,53124,0.2464,0.8486,0.819,0.1616,0.3437
"Topeka, KS_RaceNativeAmerican",cz29204_RaceNativeAmerican,28957.0,81.74,0.0149,53124,0.2484,0.8069,0.7389,0.1616,0.3437
"Texarkana, AR & TX_RaceAsian",cz33500_RaceAsian,37887.0,78.18,0.0221,42364,0.272,0.8352,0.7533,0.1969,0.1609
"Texarkana, AR & TX_RaceBlack",cz33500_RaceBlack,24370.0,78.18,0.051,42364,0.1756,0.7716,0.7814,0.1969,0.1609
"Texarkana, AR & TX_RaceWhite",cz33500_RaceWhite,45495.0,78.18,0.0139,42364,0.3154,0.8658,0.7664,0.1969,0.1609
"Texarkana, AR & TX_RaceHispanic",cz33500_RaceHispanic,34474.0,78.18,0.0174,42364,0.0612,0.6202,0.7515,0.1969,0.1609
"Texarkana, AR & TX_RaceNativeAmerican",cz33500_RaceNativeAmerican,41322.0,78.18,0.0036,42364,0,0.982,0.7613,0.1969,0.1609
"Monroe, LA_RaceAsian",cz3901_RaceAsian,35343.0,77.96,0.0261,38854,0.2808,0.7996,0.7533,0.2542,0.1926
"Monroe, LA_RaceBlack",cz3901_RaceBlack,21968.0,77.96,0.0491,38854,0.1538,0.7211,0.782,0.2542,0.1926
"Monroe, LA_RaceWhite",cz3901_RaceWhite,47358.0,77.96,0.0124,38854,0.3476,0.8454,0.753,0.2542,0.1926
"Monroe, LA_RaceHispanic",cz3901_RaceHispanic,34781.0,77.96,0.0237,38854,0.1838,0.7034,0.6915,0.2542,0.1926
"Monroe, LA_RaceNativeAmerican",cz3901_RaceNativeAmerican,36342.0,77.96,0.0005,38854,0,0,0.7769,0.2542,0.1926
"Crescent City, CA & OR_RaceAsian",cz36901_RaceAsian,38175.0,81.65,0.0108,41374,0.2797,0.8808,0.7099,0.1837,0.1879
"Crescent City, CA & OR_RaceBlack",cz36901_RaceBlack,28000.0,81.65,0,41374,0,0,0.6596,0.1837,0.1879
"Crescent City, CA & OR_RaceWhite",cz36901_RaceWhite,40022.0,81.65,0.0092,41374,0.2813,0.8918,0.7217,0.1837,0.1879
"Crescent City, CA & OR_RaceHispanic",cz36901_RaceHispanic,32642.0,81.65,0.0143,41374,0.129,0.8907,0.7176,0.1837,0.1879
"Crescent City, CA & OR_RaceNativeAmerican",cz36901_RaceNativeAmerican,27515.0,81.65,0.026,41374,0.3889,0.7727,0.6439,0.1837,0.1879
"Valdosta, GA_RaceAsian",cz8503_RaceAsian,33483.0,75.96,0.0268,37985,0.2683,0.7908,0.7557,0.258,0.1799
